,Jak Pan/Pani ocenia wygodę jazdy pojazdami komunikacji zbiorowej?,Jak Pan/Pani ocenia punktualność komunikacji zbiorowej we Wrocławiu?,Jak ocenia Pan/Pani efekty dotychczasowych działań związanych z rozbudową systemu rowerowego we Wrocławiu (dróg i parkingów rowerowych)?,PIESZO Niekorzystne ustawienia sygnalizacji świetlnej,PIESZO Brak chodników i konieczność poruszania się jezdnią/poboczem/wydeptaną ścieżką,PIESZO Zły stan nawierzchni chodników,PIESZO Zastawianie chodników przez parkujące samochody,PIESZO Niebezpieczne zachowania kierowców,PIESZO Zagrożenie ze strony rowerzystów poruszających się chodnikami,PIESZO Zbyt wysokie krawężniki,PIESZO Brak bieżącego utrzymania czystości/odśnieżania,PIESZO Niewystarczająca liczba przejść dla pieszych,"PIESZO Brak miejsc wypoczynku na trasie dojścia (np. ławki, zieleń)",PIESZO Uciążliwy ruch kołowy,PIESZO Niewłaściwe oświetlenie ciągów pieszych,Liczba osób w gospodarstwie domowym [ogółem],Liczba osób w gospodarstwie domowym [powyżej 6 roku życia],Liczba rowerów w gosp. dom.,Przedział wiekowy,Płeć,Kondycja fizyczna,Opieka nad innymi osobami,Posiadanie prawa jazdy kat. B,Posiadanie biletu okresowego,Posiadanie ulgi na przejazd komunikację zbiorową,ŹRÓDŁO Z jakiego miejsca,ŹRÓDŁO Nr rejonu,CEL Do jakiego miejsca,CEL Nr rejonu,Pora dnia (godzina),Motywacje (skąd-dokąd),Środek transportu grupa,Liczba aut w gosp. dom.,Przebyta odległość,age_sex_comb,CEL_dom,CEL_inne,CEL_praca,CEL_szkoła,CEL_uczelnia
8929,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.0,2.0,2.0,3,1,1,1,0,0,1.0,szkoła,116.0,dom,39.0,2,szkoła-dom,komunikacja zbiorowa,0.0,3567.8382240525575,25-44_K,1,0,0,0,0
8930,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2.0,2.0,2.0,0,0,0,0,0,0,1.0,dom,39.0,szkoła,116.0,1,dom-szkoła,komunikacja zbiorowa,0.0,3567.8382240525575,6-15_M,0,0,0,1,0
8931,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2.0,2.0,2.0,0,0,0,0,0,0,1.0,szkoła,116.0,dom,39.0,2,szkoła-dom,komunikacja zbiorowa,0.0,3567.8382240525575,6-15_M,1,0,0,0,0
8932,3,3,2,0,0,1,0,1,0,0,0,0,0,0,0,3.0,3.0,1.0,5,0,1,0,1,0,0.5,dom,39.0,inne,364.0,3,dom-inne,komunikacja zbiorowa,1.0,2377.0342026278618,66-x_M,0,1,0,0,0
8933,3,3,2,0,0,1,0,1,0,0,0,0,0,0,0,3.0,3.0,1.0,5,0,1,0,1,0,0.5,inne,364.0,dom,39.0,3,inne-dom,komunikacja zbiorowa,1.0,2377.0342026278618,66-x_M,1,0,0,0,0
8934,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,0.0,3,1,1,1,0,1,0.0,dom,40.0,inne,39.0,3,dom-inne,pieszo,1.0,520.127911278082,25-44_K,0,1,0,0,0
8935,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,0.0,3,1,1,1,0,1,0.0,inne,39.0,dom,40.0,3,inne-dom,pieszo,1.0,520.127911278082,25-44_K,1,0,0,0,0
8936,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,5.0,4.0,1.0,3,1,1,1,0,1,0.0,dom,40.0,praca,360.0,2,dom-praca,komunikacja zbiorowa,0.0,6094.573519135438,25-44_K,0,0,1,0,0
8937,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,5.0,4.0,1.0,3,1,1,1,0,1,0.0,praca,360.0,dom,40.0,3,praca-dom,komunikacja zbiorowa,0.0,6094.573519135438,25-44_K,1,0,0,0,0
8939,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,1,1,1,0,0,0.0,dom,40.0,inne,18.0,2,dom-inne,komunikacja zbiorowa,0.0,1947.9212695404258,25-44_K,0,1,0,0,0
8940,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,1,1,1,0,0,0.0,inne,18.0,dom,40.0,3,inne-dom,komunikacja zbiorowa,0.0,1947.9212695404258,25-44_K,1,0,0,0,0
8941,3,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1.0,1.0,0.0,4,1,0,0,0,0,0.0,dom,40.0,inne,67.0,2,dom-inne,komunikacja zbiorowa,0.0,2912.567099340864,45-60_K,0,1,0,0,0
8942,3,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1.0,1.0,0.0,4,1,0,0,0,0,0.0,inne,67.0,dom,40.0,2,inne-dom,komunikacja zbiorowa,0.0,2912.567099340864,45-60_K,1,0,0,0,0
8943,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,5.0,2.0,0.0,3,0,1,1,0,1,0.0,dom,351.0,praca,6.0,1,dom-praca,komunikacja zbiorowa,1.0,470.5984499952759,25-44_M,0,0,1,0,0
8944,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,5.0,2.0,0.0,3,0,1,1,0,1,0.0,praca,6.0,dom,351.0,3,praca-dom,komunikacja zbiorowa,1.0,470.5984499952759,25-44_M,1,0,0,0,0
8945,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,3,1,1,0,0,0,0.0,dom,180.0,praca,60.0,1,dom-praca,komunikacja zbiorowa,0.0,3941.198527889329,25-44_K,0,0,1,0,0
8946,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,3,1,1,0,0,0,0.0,praca,60.0,dom,180.0,3,praca-dom,komunikacja zbiorowa,0.0,3941.198527889329,25-44_K,1,0,0,0,0
8947,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,3,0,1,0,0,0,0.0,dom,180.0,praca,129.0,1,dom-praca,komunikacja zbiorowa,0.0,2390.1921680686146,25-44_M,0,0,1,0,0
8948,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,3,0,1,0,0,0,0.0,praca,129.0,dom,180.0,3,praca-dom,komunikacja zbiorowa,0.0,2390.1921680686146,25-44_M,1,0,0,0,0
8949,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,5,1,0,0,0,0,1.0,dom,180.0,inne,22.0,1,dom-inne,komunikacja zbiorowa,0.0,4651.306598724636,61-x_K,0,1,0,0,0
8950,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,5,1,0,0,0,0,1.0,inne,22.0,dom,180.0,2,inne-dom,komunikacja zbiorowa,0.0,4651.306598724636,61-x_K,1,0,0,0,0
8951,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,0.0,3,1,1,0,0,1,0.0,dom,180.0,praca,62.0,1,dom-praca,komunikacja zbiorowa,1.0,4060.673895764344,25-44_K,0,0,1,0,0
8952,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,0.0,3,1,1,0,0,1,0.0,praca,62.0,dom,180.0,3,praca-dom,komunikacja zbiorowa,1.0,4060.673895764344,25-44_K,1,0,0,0,0
8953,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,0.0,3,0,1,0,1,0,0.0,dom,180.0,praca,331.0,1,dom-praca,komunikacja samochodowa,1.0,5073.017650317634,25-44_M,0,0,1,0,0
8954,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,0.0,3,0,1,0,1,0,0.0,praca,331.0,dom,180.0,3,praca-dom,komunikacja samochodowa,1.0,5073.017650317634,25-44_M,1,0,0,0,0
8955,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,0.0,1,1,1,0,0,1,1.0,dom,180.0,szkoła,61.0,1,dom-szkoła,komunikacja zbiorowa,1.0,3699.8693254143113,16-19_K,0,0,0,1,0
8956,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,0.0,1,1,1,0,0,1,1.0,szkoła,61.0,dom,180.0,3,szkoła-dom,komunikacja zbiorowa,1.0,3699.8693254143113,16-19_K,1,0,0,0,0
8957,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,0.0,5,1,0,0,0,0,1.0,dom,180.0,inne,195.0,2,dom-inne,komunikacja zbiorowa,1.0,2139.9389420112034,61-x_K,0,1,0,0,0
8958,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,0.0,5,1,0,0,0,0,1.0,inne,195.0,dom,180.0,2,inne-dom,komunikacja zbiorowa,1.0,2139.9389420112034,61-x_K,1,0,0,0,0
8959,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,1,1,0,1,0,1.0,dom,351.0,praca,2.0,2,dom-praca,komunikacja samochodowa,1.0,842.4965447183837,61-x_K,0,0,1,0,0
8960,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,1,1,0,1,0,1.0,praca,2.0,dom,351.0,4,praca-dom,komunikacja samochodowa,1.0,842.4965447183837,61-x_K,1,0,0,0,0
8961,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,2,0,1,0,1,1,0.5,dom,32.0,uczelnia,342.0,1,dom-uczelnia,pieszo,0.0,1051.8882269616747,20-24_M,0,0,0,0,1
8962,3,2,3,0,0,1,0,0,0,0,1,0,0,0,0,3.0,3.0,1.0,4,0,0,0,0,0,0.0,dom,32.0,inne,14.0,3,dom-inne,komunikacja zbiorowa,0.0,2290.5364397325116,45-65_M,0,1,0,0,0
8963,3,2,3,0,0,1,0,0,0,0,1,0,0,0,0,3.0,3.0,1.0,4,0,0,0,0,0,0.0,inne,14.0,dom,32.0,4,inne-dom,komunikacja zbiorowa,0.0,2290.5364397325116,45-65_M,1,0,0,0,0
8964,4,2,3,0,0,1,0,0,0,0,1,0,0,0,0,3.0,3.0,1.0,4,1,1,0,0,1,0.0,dom,32.0,praca,91.0,1,dom-praca,komunikacja zbiorowa,0.0,1631.418268941362,45-60_K,0,0,1,0,0
8965,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,0.0,3,1,1,1,0,0,0.0,dom,32.0,praca,368.0,1,dom-praca,pieszo,0.0,470.39238904189006,25-44_K,0,0,1,0,0
8966,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,0.0,3,1,1,1,0,0,0.0,praca,368.0,dom,32.0,3,praca-dom,pieszo,0.0,470.39238904189006,25-44_K,1,0,0,0,0
8967,3,3,3,0,0,0,0,0,0,0,1,0,0,0,1,3.0,3.0,0.0,5,1,0,0,0,0,0.0,dom,32.0,inne,77.0,3,dom-inne,komunikacja zbiorowa,0.0,1499.4995030451455,61-x_K,0,1,0,0,0
8968,3,3,3,0,0,0,0,0,0,0,1,0,0,0,1,3.0,3.0,0.0,5,1,0,0,0,0,0.0,inne,77.0,dom,32.0,4,inne-dom,komunikacja zbiorowa,0.0,1499.4995030451455,61-x_K,1,0,0,0,0
8969,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,3.0,3.0,0.0,5,0,0,0,0,0,0.0,dom,32.0,inne,77.0,3,dom-inne,komunikacja zbiorowa,0.0,1499.4995030451455,66-x_M,0,1,0,0,0
8970,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,3.0,3.0,0.0,5,0,0,0,0,0,0.0,inne,77.0,dom,32.0,4,inne-dom,komunikacja zbiorowa,0.0,1499.4995030451455,66-x_M,1,0,0,0,0
8971,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,8.0,4.0,1.0,4,0,1,0,1,0,0.0,dom,32.0,praca,351.0,1,dom-praca,komunikacja samochodowa,1.0,2194.885948061785,45-65_M,0,0,1,0,0
8972,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,8.0,4.0,1.0,1,0,1,0,0,0,0.0,dom,32.0,szkoła,77.0,1,dom-szkoła,rower,1.0,1499.4995030451455,16-19_M,0,0,0,1,0
8973,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,2.0,2.0,0.0,5,0,0,0,0,0,1.0,dom,32.0,inne,282.0,2,dom-inne,komunikacja zbiorowa,0.0,3541.3902236580802,66-x_M,0,1,0,0,0
8974,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,2.0,2.0,0.0,5,0,0,0,0,0,1.0,inne,282.0,dom,32.0,2,inne-dom,komunikacja zbiorowa,0.0,3541.3902236580802,66-x_M,1,0,0,0,0
8975,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,dom,32.0,inne,32.0,2,dom-inne,pieszo,0.0,0.0,61-x_K,0,1,0,0,0
8976,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,inne,32.0,dom,32.0,2,inne-dom,pieszo,0.0,0.0,61-x_K,1,0,0,0,0
8977,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,4,0,1,1,1,0,0.0,dom,217.0,praca,304.0,1,dom-praca,komunikacja samochodowa,2.0,17458.011062861427,45-65_M,0,0,1,0,0
8978,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,4,0,1,1,1,0,0.0,praca,304.0,dom,217.0,3,praca-dom,komunikacja samochodowa,2.0,17458.011062861427,45-65_M,1,0,0,0,0
8979,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,4,1,1,1,1,0,0.0,dom,217.0,praca,121.0,2,dom-praca,komunikacja samochodowa,2.0,6732.420568479442,45-60_K,0,0,1,0,0
8980,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,4,1,1,1,1,0,0.0,praca,121.0,dom,217.0,4,praca-dom,komunikacja samochodowa,2.0,6732.420568479442,45-60_K,1,0,0,0,0
8981,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,1,1,0,0,0,1.0,dom,217.0,szkoła,217.0,1,dom-szkoła,pieszo,2.0,0.0,6-15_K,0,0,0,1,0
8982,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,1,1,0,0,0,1.0,szkoła,217.0,dom,217.0,2,szkoła-dom,pieszo,2.0,0.0,6-15_K,1,0,0,0,0
8983,4,4,1,0,0,1,1,0,1,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,1,0,0,1.0,dom,26.0,praca,90.0,1,dom-praca,komunikacja zbiorowa,0.0,1850.2562530765206,61-x_K,0,0,1,0,0
8984,4,4,1,0,0,1,1,0,1,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,1,0,0,1.0,praca,90.0,dom,26.0,3,praca-dom,komunikacja zbiorowa,0.0,1850.2562530765206,61-x_K,1,0,0,0,0
8987,3,3,2,0,0,1,0,0,0,0,0,0,1,1,0,1.0,1.0,0.0,5,0,0,0,1,0,1.0,dom,26.0,inne,38.0,1,dom-inne,pieszo,0.0,720.5843092322053,66-x_M,0,1,0,0,0
8988,3,3,2,0,0,1,0,0,0,0,0,0,1,1,0,1.0,1.0,0.0,5,0,0,0,1,0,1.0,inne,38.0,inne,258.0,1,inne-inne,pieszo,0.0,7677.025269083904,66-x_M,0,1,0,0,0
8989,3,3,2,0,0,1,0,0,0,0,0,0,1,1,0,1.0,1.0,0.0,5,0,0,0,1,0,1.0,inne,258.0,dom,26.0,2,inne-dom,pieszo,0.0,7449.507194951781,66-x_M,1,0,0,0,0
8992,4,3,3,0,1,0,1,0,0,1,0,0,0,0,0,2.0,2.0,0.0,4,0,0,0,0,1,1.0,dom,149.0,inne,149.0,2,dom-inne,pieszo,0.0,0.0,45-65_M,0,1,0,0,0
8993,4,3,3,0,1,0,1,0,0,1,0,0,0,0,0,2.0,2.0,0.0,4,0,0,0,0,1,1.0,inne,149.0,dom,149.0,2,inne-dom,pieszo,0.0,0.0,45-65_M,1,0,0,0,0
8995,3,3,3,1,0,0,0,0,0,1,0,0,1,0,0,4.0,4.0,2.0,3,0,1,0,1,0,0.0,dom,149.0,praca,42.0,1,dom-praca,komunikacja samochodowa,3.0,4065.3439846093706,25-44_M,0,0,1,0,0
8996,3,3,3,1,0,0,0,0,0,1,0,0,1,0,0,4.0,4.0,2.0,3,0,1,0,1,0,0.0,praca,42.0,dom,149.0,3,praca-dom,komunikacja samochodowa,3.0,4065.3439846093706,25-44_M,1,0,0,0,0
8997,4,4,4,0,1,1,1,0,0,0,0,0,0,0,0,4.0,4.0,2.0,3,1,1,0,1,1,0.0,dom,149.0,praca,121.0,1,dom-praca,komunikacja zbiorowa,3.0,1891.4659947468886,25-44_K,0,0,1,0,0
8998,4,4,4,0,1,1,1,0,0,0,0,0,0,0,0,4.0,4.0,2.0,3,1,1,0,1,1,0.0,praca,121.0,dom,149.0,3,praca-dom,pieszo,3.0,1891.4659947468886,25-44_K,1,0,0,0,0
8999,4,4,4,0,0,0,0,0,0,0,1,0,1,0,1,4.0,4.0,2.0,3,0,1,0,1,0,0.0,praca,149.0,praca,52.0,1,praca-praca,komunikacja samochodowa,3.0,3896.586071275503,25-44_M,0,0,1,0,0
9000,4,4,4,0,0,0,0,0,0,0,1,0,1,0,1,4.0,4.0,2.0,3,0,1,0,1,0,0.0,praca,52.0,inne,149.0,3,praca-inne,pieszo,3.0,3896.586071275503,25-44_M,0,1,0,0,0
9001,4,4,4,1,1,0,1,0,0,0,0,0,0,0,0,4.0,4.0,2.0,3,1,1,0,0,1,0.0,dom,149.0,dom,149.0,1,dom-dom,pieszo,3.0,0.0,25-44_K,1,0,0,0,0
9002,4,4,4,1,1,0,1,0,0,0,0,0,0,0,0,4.0,4.0,2.0,3,1,1,0,0,1,0.0,dom,149.0,inne,149.0,4,dom-inne,pieszo,3.0,0.0,25-44_K,0,1,0,0,0
9005,3,3,3,1,0,0,1,0,0,1,0,0,0,0,0,4.0,4.0,4.0,4,1,1,1,1,0,0.0,dom,169.0,praca,6.0,1,dom-praca,komunikacja samochodowa,2.0,4641.593413877591,45-60_K,0,0,1,0,0
9006,3,3,3,1,0,0,1,0,0,1,0,0,0,0,0,4.0,4.0,4.0,4,1,1,1,1,0,0.0,praca,6.0,dom,169.0,3,praca-dom,komunikacja samochodowa,2.0,4641.593413877591,45-60_K,1,0,0,0,0
9007,3,3,3,1,0,0,1,0,0,1,0,0,0,0,0,4.0,4.0,4.0,4,1,1,1,1,0,0.0,dom,169.0,inne,166.0,3,dom-inne,pieszo,2.0,1039.9756168560573,45-60_K,0,1,0,0,0
9008,3,3,3,1,0,0,1,0,0,1,0,0,0,0,0,4.0,4.0,4.0,4,1,1,1,1,0,0.0,inne,166.0,dom,169.0,4,inne-dom,pieszo,2.0,1039.9756168560573,45-60_K,1,0,0,0,0
9009,3,3,3,0,0,1,1,1,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,1,1.0,dom,169.0,szkoła,164.0,1,dom-szkoła,pieszo,2.0,513.4136152230855,6-15_K,0,0,0,1,0
9010,3,3,3,0,0,1,1,1,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,1,1.0,szkoła,164.0,dom,169.0,3,szkoła-dom,pieszo,2.0,513.4136152230855,6-15_K,1,0,0,0,0
9011,3,3,3,0,0,1,1,1,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,1,1.0,dom,169.0,inne,119.0,3,dom-inne,pieszo,2.0,2577.2926752350454,6-15_K,0,1,0,0,0
9012,3,3,3,0,0,1,1,1,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,1,1.0,inne,119.0,dom,169.0,3,inne-dom,pieszo,2.0,2577.2926752350454,6-15_K,1,0,0,0,0
9013,4,4,2,0,1,1,1,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,1,0,0,1,1.0,dom,169.0,szkoła,163.0,1,dom-szkoła,pieszo,2.0,1092.7767870481734,6-15_M,0,0,0,1,0
9014,4,4,2,0,1,1,1,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,1,0,0,1,1.0,szkoła,163.0,dom,169.0,3,szkoła-dom,pieszo,2.0,1092.7767870481734,6-15_M,1,0,0,0,0
9016,3,2,3,1,0,0,1,1,0,0,0,0,0,0,0,5.0,5.0,3.0,5,1,0,0,0,0,1.0,dom,169.0,inne,49.0,1,dom-inne,pieszo,4.0,3816.985516213272,61-x_K,0,1,0,0,0
9017,3,2,3,1,0,0,1,1,0,0,0,0,0,0,0,5.0,5.0,3.0,5,1,0,0,0,0,1.0,inne,49.0,dom,169.0,1,inne-dom,pieszo,4.0,3816.985516213272,61-x_K,1,0,0,0,0
9018,3,2,3,0,0,1,0,0,1,0,0,0,0,1,0,5.0,5.0,3.0,4,0,1,1,1,0,0.0,dom,169.0,praca,121.0,1,dom-praca,komunikacja samochodowa,4.0,2411.7498986733167,45-65_M,0,0,1,0,0
9019,3,2,3,0,0,1,0,0,1,0,0,0,0,1,0,5.0,5.0,3.0,4,0,1,1,1,0,0.0,praca,121.0,dom,169.0,3,praca-dom,komunikacja samochodowa,4.0,2411.7498986733167,45-65_M,1,0,0,0,0
9020,2,3,2,0,0,1,0,0,1,0,0,0,0,0,0,5.0,5.0,3.0,4,1,1,1,1,0,0.0,dom,169.0,praca,16.0,1,dom-praca,komunikacja samochodowa,4.0,6084.640488140057,45-60_K,0,0,1,0,0
9021,2,3,2,0,0,1,0,0,1,0,0,0,0,0,0,5.0,5.0,3.0,4,1,1,1,1,0,0.0,praca,16.0,dom,169.0,3,praca-dom,komunikacja samochodowa,4.0,6084.640488140057,45-60_K,1,0,0,0,0
9022,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,5.0,5.0,3.0,3,1,1,0,1,1,0.5,dom,169.0,uczelnia,28.0,1,dom-uczelnia,komunikacja zbiorowa,4.0,7178.18502017249,25-44_K,0,0,0,0,1
9023,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,5.0,5.0,3.0,3,1,1,0,1,1,0.5,uczelnia,28.0,dom,169.0,3,uczelnia-dom,komunikacja zbiorowa,4.0,7178.18502017249,25-44_K,1,0,0,0,0
9024,2,2,3,0,0,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,5,1,0,1,0,0,1.0,dom,169.0,inne,163.0,1,dom-inne,pieszo,0.0,1092.7767870481734,61-x_K,0,1,0,0,0
9025,2,2,3,0,0,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,5,1,0,1,0,0,1.0,inne,163.0,dom,163.0,2,inne-dom,pieszo,0.0,0.0,61-x_K,1,0,0,0,0
9026,2,3,2,0,0,1,1,0,0,0,0,0,0,1,0,2.0,2.0,2.0,5,0,0,0,0,0,1.0,dom,169.0,inne,164.0,2,dom-inne,pieszo,0.0,513.4136152230855,66-x_M,0,1,0,0,0
9027,2,3,2,0,0,1,1,0,0,0,0,0,0,1,0,2.0,2.0,2.0,5,0,0,0,0,0,1.0,inne,164.0,dom,169.0,2,inne-dom,pieszo,0.0,513.4136152230855,66-x_M,1,0,0,0,0
9028,2,3,2,0,0,1,1,0,0,1,0,0,0,0,0,2.0,2.0,2.0,5,1,0,1,0,1,0.5,dom,169.0,inne,163.0,1,dom-inne,pieszo,1.0,1092.7767870481734,61-x_K,0,1,0,0,0
9029,2,3,2,0,0,1,1,0,0,1,0,0,0,0,0,2.0,2.0,2.0,5,1,0,1,0,1,0.5,inne,163.0,dom,169.0,3,inne-dom,pieszo,1.0,1092.7767870481734,61-x_K,1,0,0,0,0
9030,2,3,2,0,0,1,1,0,0,1,0,0,0,0,0,2.0,2.0,2.0,5,1,0,1,0,1,0.5,dom,169.0,inne,119.0,4,dom-inne,pieszo,1.0,2577.2926752350454,61-x_K,0,1,0,0,0
9031,2,3,2,0,0,1,1,0,0,1,0,0,0,0,0,2.0,2.0,2.0,5,1,0,1,0,1,0.5,inne,119.0,dom,169.0,4,inne-dom,pieszo,1.0,2577.2926752350454,61-x_K,1,0,0,0,0
9032,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,5,0,0,0,1,0,0.0,dom,169.0,inne,154.0,2,dom-inne,komunikacja samochodowa,1.0,3172.9481924954803,66-x_M,0,1,0,0,0
9033,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,5,0,0,0,1,0,0.0,inne,154.0,dom,169.0,3,inne-dom,komunikacja samochodowa,1.0,3172.9481924954803,66-x_M,1,0,0,0,0
9034,3,3,3,1,0,0,0,1,1,0,0,0,0,0,0,6.0,6.0,3.0,3,1,1,0,1,1,0.0,dom,149.0,praca,15.0,1,dom-praca,komunikacja zbiorowa,2.0,6193.343513843658,25-44_K,0,0,1,0,0
9035,3,3,3,1,0,0,0,1,1,0,0,0,0,0,0,6.0,6.0,3.0,3,1,1,0,1,1,0.0,praca,15.0,dom,149.0,3,praca-dom,komunikacja zbiorowa,2.0,6193.343513843658,25-44_K,1,0,0,0,0
9036,3,3,3,1,0,0,0,1,1,0,0,0,0,0,0,6.0,6.0,3.0,3,1,1,0,1,1,0.0,dom,149.0,inne,158.0,4,dom-inne,pieszo,2.0,1454.653817507276,25-44_K,0,1,0,0,0
9040,3,3,3,0,0,0,0,0,0,0,0,1,0,1,1,6.0,6.0,3.0,5,1,0,0,0,1,1.0,dom,149.0,inne,150.0,1,dom-inne,pieszo,2.0,1101.7881286224847,61-x_K,0,1,0,0,0
9041,3,3,3,0,0,0,0,0,0,0,0,1,0,1,1,6.0,6.0,3.0,5,1,0,0,0,1,1.0,inne,150.0,dom,149.0,2,inne-dom,pieszo,2.0,1101.7881286224847,61-x_K,1,0,0,0,0
9042,4,4,4,0,1,1,0,0,0,0,0,0,0,0,0,6.0,6.0,3.0,2,1,1,0,0,1,1.0,dom,149.0,szkoła,351.0,1,dom-szkoła,komunikacja zbiorowa,2.0,5323.318954440495,20-24_K,0,0,0,1,0
9043,4,4,4,0,1,1,0,0,0,0,0,0,0,0,0,6.0,6.0,3.0,2,1,1,0,0,1,1.0,szkoła,351.0,dom,149.0,3,szkoła-dom,komunikacja zbiorowa,2.0,5323.318954440495,20-24_K,1,0,0,0,0
9045,4,2,2,0,0,1,0,0,0,0,0,1,0,1,0,3.0,3.0,3.0,3,0,1,0,1,0,0.0,dom,149.0,praca,158.0,1,dom-praca,komunikacja samochodowa,1.0,1454.653817507276,25-44_M,0,0,1,0,0
9046,4,2,2,0,0,1,0,0,0,0,0,1,0,1,0,3.0,3.0,3.0,3,0,1,0,1,0,0.0,praca,158.0,dom,149.0,3,praca-dom,pieszo,1.0,1454.653817507276,25-44_M,1,0,0,0,0
9047,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,2.0,4,0,1,0,1,0,0.0,dom,190.0,praca,10.0,1,dom-praca,komunikacja samochodowa,1.0,6199.254970622779,45-65_M,0,0,1,0,0
9048,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,2.0,4,0,1,0,1,0,0.0,praca,10.0,dom,190.0,3,praca-dom,komunikacja samochodowa,1.0,6199.254970622779,45-65_M,1,0,0,0,0
9049,3,3,2,0,0,1,1,0,1,0,0,0,0,0,0,2.0,2.0,0.0,5,0,0,0,1,1,1.0,dom,22.0,inne,135.0,1,dom-inne,komunikacja zbiorowa,1.0,2003.5675841996238,66-x_M,0,1,0,0,0
