,Jak Pan/Pani ocenia wygodę jazdy pojazdami komunikacji zbiorowej?,Jak Pan/Pani ocenia punktualność komunikacji zbiorowej we Wrocławiu?,Jak ocenia Pan/Pani efekty dotychczasowych działań związanych z rozbudową systemu rowerowego we Wrocławiu (dróg i parkingów rowerowych)?,PIESZO Niekorzystne ustawienia sygnalizacji świetlnej,PIESZO Brak chodników i konieczność poruszania się jezdnią/poboczem/wydeptaną ścieżką,PIESZO Zły stan nawierzchni chodników,PIESZO Zastawianie chodników przez parkujące samochody,PIESZO Niebezpieczne zachowania kierowców,PIESZO Zagrożenie ze strony rowerzystów poruszających się chodnikami,PIESZO Zbyt wysokie krawężniki,PIESZO Brak bieżącego utrzymania czystości/odśnieżania,PIESZO Niewystarczająca liczba przejść dla pieszych,"PIESZO Brak miejsc wypoczynku na trasie dojścia (np. ławki, zieleń)",PIESZO Uciążliwy ruch kołowy,PIESZO Niewłaściwe oświetlenie ciągów pieszych,Liczba osób w gospodarstwie domowym [ogółem],Liczba osób w gospodarstwie domowym [powyżej 6 roku życia],Liczba rowerów w gosp. dom.,Przedział wiekowy,Płeć,Kondycja fizyczna,Opieka nad innymi osobami,Posiadanie prawa jazdy kat. B,Posiadanie biletu okresowego,Posiadanie ulgi na przejazd komunikację zbiorową,ŹRÓDŁO Z jakiego miejsca,ŹRÓDŁO Nr rejonu,CEL Do jakiego miejsca,CEL Nr rejonu,Pora dnia (godzina),Motywacje (skąd-dokąd),Środek transportu grupa,Liczba aut w gosp. dom.,Przebyta odległość,age_sex_comb,CEL_dom,CEL_inne,CEL_praca,CEL_szkoła,CEL_uczelnia
8802,2,2,2,0,1,0,1,1,0,0,0,0,0,0,0,3.0,3.0,3.0,0,1,1,0,0,0,1.0,inne,150.0,dom,147.0,3,inne-dom,pieszo,2.0,1795.6402191298232,6-15_K,1,0,0,0,0
8804,2,2,3,1,0,0,0,0,0,1,1,0,0,0,0,4.0,3.0,3.0,3,0,1,0,1,0,0.0,dom,147.0,praca,314.0,1,dom-praca,komunikacja samochodowa,1.0,5625.010536518205,25-44_M,0,0,1,0,0
8805,2,2,3,1,0,0,0,0,0,1,1,0,0,0,0,4.0,3.0,3.0,3,0,1,0,1,0,0.0,praca,314.0,dom,147.0,4,praca-dom,komunikacja samochodowa,1.0,5625.010536518205,25-44_M,1,0,0,0,0
8806,2,2,2,0,1,0,1,0,0,0,1,0,0,0,0,4.0,3.0,3.0,0,0,1,0,0,0,1.0,dom,147.0,szkoła,150.0,1,dom-szkoła,pieszo,1.0,1795.6402191298232,6-15_M,0,0,0,1,0
8807,2,2,2,0,1,0,1,0,0,0,1,0,0,0,0,4.0,3.0,3.0,0,0,1,0,0,0,1.0,szkoła,150.0,dom,147.0,3,szkoła-dom,pieszo,1.0,1795.6402191298232,6-15_M,1,0,0,0,0
8808,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0,2.0,2.0,2.0,4,0,1,0,1,0,0.0,dom,147.0,praca,30.0,1,dom-praca,komunikacja samochodowa,1.0,6161.879372962089,45-65_M,0,0,1,0,0
8809,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0,2.0,2.0,2.0,4,0,1,0,1,0,0.0,praca,30.0,dom,147.0,3,praca-dom,komunikacja samochodowa,1.0,6161.879372962089,45-65_M,1,0,0,0,0
8810,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,1,1,0,0,0,0.0,dom,147.0,praca,30.0,1,dom-praca,komunikacja samochodowa,1.0,6161.879372962089,45-60_K,0,0,1,0,0
8811,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,1,1,0,0,0,0.0,praca,30.0,dom,147.0,3,praca-dom,komunikacja samochodowa,1.0,6161.879372962089,45-60_K,1,0,0,0,0
8812,3,3,3,0,0,1,0,0,0,1,0,0,0,0,0,2.0,2.0,2.0,5,1,1,0,0,0,0.0,dom,150.0,praca,140.0,1,dom-praca,komunikacja zbiorowa,0.0,9061.903368589756,61-x_K,0,0,1,0,0
8813,3,3,3,0,0,1,0,0,0,1,0,0,0,0,0,2.0,2.0,2.0,5,1,1,0,0,0,0.0,praca,140.0,dom,150.0,3,praca-dom,komunikacja zbiorowa,0.0,9061.903368589756,61-x_K,1,0,0,0,0
8814,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,3,1,1,0,1,0,0.0,dom,150.0,praca,46.0,1,dom-praca,komunikacja zbiorowa,0.0,4154.8481878824605,25-44_K,0,0,1,0,0
8815,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,3,1,1,0,1,0,0.0,praca,46.0,inne,49.0,3,praca-inne,komunikacja zbiorowa,0.0,1091.4296541639608,25-44_K,0,1,0,0,0
8816,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,3,1,1,0,1,0,0.0,inne,49.0,dom,150.0,3,inne-dom,komunikacja zbiorowa,0.0,5224.252527129502,25-44_K,1,0,0,0,0
8817,4,3,2,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,1.0,5,1,0,0,0,0,1.0,dom,150.0,inne,158.0,2,dom-inne,komunikacja zbiorowa,0.0,2408.6603871940174,61-x_K,0,1,0,0,0
8818,4,3,2,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,1.0,5,1,0,0,0,0,1.0,inne,158.0,dom,150.0,2,inne-dom,komunikacja zbiorowa,0.0,2408.6603871940174,61-x_K,1,0,0,0,0
8819,4,3,2,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,1.0,5,1,0,0,0,0,1.0,dom,150.0,inne,208.0,2,dom-inne,komunikacja zbiorowa,0.0,5010.219957595616,61-x_K,0,1,0,0,0
8820,4,3,2,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,1.0,5,1,0,0,0,0,1.0,inne,208.0,inne,225.0,2,inne-inne,komunikacja zbiorowa,0.0,2895.6375656143914,61-x_K,0,1,0,0,0
8821,4,3,2,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,1.0,5,1,0,0,0,0,1.0,inne,225.0,dom,150.0,3,inne-dom,komunikacja zbiorowa,0.0,6796.618101315323,61-x_K,1,0,0,0,0
8823,1,3,2,0,0,1,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,5,1,0,0,0,0,1.0,dom,150.0,inne,149.0,2,dom-inne,pieszo,0.0,1101.7881286224847,61-x_K,0,1,0,0,0
8824,1,3,2,0,0,1,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,5,1,0,0,0,0,1.0,inne,149.0,dom,150.0,2,inne-dom,pieszo,0.0,1101.7881286224847,61-x_K,1,0,0,0,0
8825,4,1,4,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,5,1,0,0,0,0,1.0,dom,150.0,inne,158.0,2,dom-inne,komunikacja zbiorowa,0.0,2408.6603871940174,61-x_K,0,1,0,0,0
8826,4,1,4,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,5,1,0,0,0,0,1.0,inne,158.0,dom,150.0,2,inne-dom,komunikacja zbiorowa,0.0,2408.6603871940174,61-x_K,1,0,0,0,0
8827,3,2,3,0,0,0,1,1,0,0,0,0,0,0,0,2.0,2.0,1.0,5,0,0,0,1,0,1.0,dom,150.0,inne,147.0,2,dom-inne,rower,0.0,1795.6402191298232,66-x_M,0,1,0,0,0
8828,3,2,3,0,0,0,1,1,0,0,0,0,0,0,0,2.0,2.0,1.0,5,0,0,0,1,0,1.0,inne,147.0,dom,150.0,2,inne-dom,rower,0.0,1795.6402191298232,66-x_M,1,0,0,0,0
8829,4,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1.0,1.0,1.0,4,1,1,0,0,0,0.0,dom,150.0,praca,110.0,1,dom-praca,komunikacja zbiorowa,0.0,4031.0783432003536,45-60_K,0,0,1,0,0
8830,4,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1.0,1.0,1.0,4,1,1,0,0,0,0.0,praca,110.0,dom,150.0,3,praca-dom,komunikacja zbiorowa,0.0,4031.0783432003536,45-60_K,1,0,0,0,0
8831,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,dom,150.0,inne,122.0,1,dom-inne,komunikacja zbiorowa,1.0,3470.974979339784,61-x_K,0,1,0,0,0
8832,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,inne,122.0,dom,150.0,2,inne-dom,komunikacja zbiorowa,1.0,3470.974979339784,61-x_K,1,0,0,0,0
8833,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,0,0,0,1,0,1.0,dom,150.0,inne,150.0,2,dom-inne,pieszo,1.0,0.0,66-x_M,0,1,0,0,0
8834,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,0,0,0,1,0,1.0,inne,150.0,dom,150.0,2,inne-dom,pieszo,1.0,0.0,66-x_M,1,0,0,0,0
8835,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,1.0,3,0,1,0,0,0,0.0,dom,150.0,inne,350.0,2,dom-inne,komunikacja zbiorowa,1.0,6065.855517573884,25-44_M,0,1,0,0,0
8836,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,1.0,3,0,1,0,0,0,0.0,inne,350.0,dom,150.0,2,inne-dom,komunikacja zbiorowa,1.0,6065.855517573884,25-44_M,1,0,0,0,0
8837,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,1.0,4,1,1,0,0,0,0.0,dom,150.0,praca,150.0,1,dom-praca,pieszo,1.0,0.0,45-60_K,0,0,1,0,0
8838,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,1.0,4,1,1,0,0,0,0.0,praca,150.0,dom,150.0,3,praca-dom,pieszo,1.0,0.0,45-60_K,1,0,0,0,0
8839,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,4,0,1,0,1,0,0.0,dom,150.0,praca,202.0,1,dom-praca,komunikacja samochodowa,1.0,2043.6548816200652,45-65_M,0,0,1,0,0
8840,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,4,0,1,0,1,0,0.0,praca,202.0,dom,150.0,3,praca-dom,komunikacja samochodowa,1.0,2043.6548816200652,45-65_M,1,0,0,0,0
8841,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,3.0,2,0,1,0,0,1,0.0,dom,150.0,inne,10.0,1,dom-inne,komunikacja zbiorowa,0.0,5758.13677065807,20-24_M,0,1,0,0,0
8842,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,3.0,2,0,1,0,0,1,0.0,inne,10.0,praca,6.0,1,inne-praca,pieszo,0.0,402.73896540378195,20-24_M,0,0,1,0,0
8843,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,3.0,2,0,1,0,0,1,0.0,praca,6.0,inne,10.0,3,praca-inne,pieszo,0.0,402.73896540378195,20-24_M,0,1,0,0,0
8844,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,3.0,2,0,1,0,0,1,0.0,inne,10.0,dom,150.0,3,inne-dom,komunikacja zbiorowa,0.0,5758.13677065807,20-24_M,1,0,0,0,0
8845,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,2,0,1,0,0,1,0.0,dom,150.0,praca,14.0,1,dom-praca,komunikacja zbiorowa,0.0,6945.736472339111,20-24_M,0,0,1,0,0
8846,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,2,0,1,0,0,1,0.0,praca,14.0,dom,150.0,3,praca-dom,komunikacja zbiorowa,0.0,6945.736472339111,20-24_M,1,0,0,0,0
8847,3,3,3,0,0,0,1,0,0,0,0,1,0,0,0,3.0,3.0,3.0,2,0,1,0,0,0,0.0,dom,150.0,praca,158.0,1,dom-praca,rower,0.0,2408.6603871940174,20-24_M,0,0,1,0,0
8848,3,3,3,0,0,0,1,0,0,0,0,1,0,0,0,3.0,3.0,3.0,2,0,1,0,0,0,0.0,praca,158.0,dom,150.0,3,praca-dom,rower,0.0,2408.6603871940174,20-24_M,1,0,0,0,0
8849,4,3,2,0,0,1,0,0,0,1,0,0,0,0,0,3.0,3.0,4.0,4,0,1,0,1,0,0.0,dom,150.0,praca,337.0,1,dom-praca,komunikacja zbiorowa,1.0,9893.002241545042,45-65_M,0,0,1,0,0
8850,4,3,2,0,0,1,0,0,0,1,0,0,0,0,0,3.0,3.0,4.0,4,0,1,0,1,0,0.0,praca,337.0,dom,150.0,3,praca-dom,komunikacja zbiorowa,1.0,9893.002241545042,45-65_M,1,0,0,0,0
8851,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,3.0,3.0,4.0,4,1,1,0,0,0,0.0,dom,150.0,inne,148.0,2,dom-inne,pieszo,1.0,1544.997012869026,45-60_K,0,1,0,0,0
8852,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,3.0,3.0,4.0,4,1,1,0,0,0,0.0,inne,148.0,dom,150.0,2,inne-dom,pieszo,1.0,1544.997012869026,45-60_K,1,0,0,0,0
8853,3,1,3,0,0,0,0,1,1,0,0,0,0,0,0,3.0,3.0,4.0,2,1,1,0,0,1,0.5,dom,150.0,uczelnia,140.0,1,dom-uczelnia,komunikacja zbiorowa,1.0,9061.903368589756,20-24_K,0,0,0,0,1
8854,3,1,3,0,0,0,0,1,1,0,0,0,0,0,0,3.0,3.0,4.0,2,1,1,0,0,1,0.5,uczelnia,140.0,dom,150.0,3,uczelnia-dom,komunikacja zbiorowa,1.0,9061.903368589756,20-24_K,1,0,0,0,0
8855,3,2,3,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,2.0,3,0,1,0,1,0,0.0,dom,150.0,inne,154.0,3,dom-inne,pieszo,1.0,1317.02674795183,25-44_M,0,1,0,0,0
8856,3,2,3,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,2.0,3,0,1,0,1,0,0.0,inne,154.0,dom,150.0,3,inne-dom,pieszo,1.0,1317.02674795183,25-44_M,1,0,0,0,0
8857,3,2,3,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,2.0,3,0,1,0,1,0,0.0,dom,150.0,inne,50.0,3,dom-inne,komunikacja samochodowa,1.0,4316.062604203276,25-44_M,0,1,0,0,0
8858,3,2,3,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,2.0,3,0,1,0,1,0,0.0,inne,50.0,dom,150.0,3,inne-dom,komunikacja samochodowa,1.0,4316.062604203276,25-44_M,1,0,0,0,0
8859,2,2,3,0,0,0,0,0,1,1,0,0,0,0,0,2.0,2.0,2.0,5,1,1,0,0,0,1.0,dom,218.0,inne,217.0,2,dom-inne,pieszo,1.0,1410.4489717006595,61-x_K,0,1,0,0,0
8860,2,2,3,0,0,0,0,0,1,1,0,0,0,0,0,2.0,2.0,2.0,5,1,1,0,0,0,1.0,inne,217.0,dom,218.0,3,inne-dom,pieszo,1.0,1410.4489717006595,61-x_K,1,0,0,0,0
8864,2,3,3,0,1,1,0,0,0,0,0,0,0,0,0,5.0,5.0,4.0,3,1,1,0,1,1,0.0,dom,228.0,praca,4.0,1,dom-praca,komunikacja zbiorowa,2.0,13381.673343957016,25-44_K,0,0,1,0,0
8865,2,3,3,0,1,1,0,0,0,0,0,0,0,0,0,5.0,5.0,4.0,3,1,1,0,1,1,0.0,praca,4.0,dom,228.0,3,praca-dom,komunikacja zbiorowa,2.0,13381.673343957016,25-44_K,1,0,0,0,0
8866,3,2,3,0,0,0,0,0,1,1,0,0,0,0,0,5.0,5.0,4.0,2,1,1,0,1,1,0.5,dom,228.0,uczelnia,2.0,1,dom-uczelnia,komunikacja zbiorowa,2.0,12884.1437470028,20-24_K,0,0,0,0,1
8867,3,2,3,0,0,0,0,0,1,1,0,0,0,0,0,5.0,5.0,4.0,2,1,1,0,1,1,0.5,uczelnia,2.0,dom,228.0,3,uczelnia-dom,komunikacja zbiorowa,2.0,12884.1437470028,20-24_K,1,0,0,0,0
8868,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,5.0,5.0,4.0,1,0,1,0,0,1,0.5,dom,228.0,szkoła,22.0,1,dom-szkoła,komunikacja zbiorowa,2.0,13452.916513607825,16-19_M,0,0,0,1,0
8869,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,5.0,5.0,4.0,1,0,1,0,0,1,0.5,szkoła,22.0,dom,228.0,3,szkoła-dom,komunikacja zbiorowa,2.0,13452.916513607825,16-19_M,1,0,0,0,0
8870,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,5.0,5.0,4.0,1,0,1,0,0,1,0.5,dom,228.0,inne,150.0,4,dom-inne,rower,2.0,7321.416835358593,16-19_M,0,1,0,0,0
8871,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,5.0,5.0,4.0,1,0,1,0,0,1,0.5,inne,150.0,dom,228.0,4,inne-dom,rower,2.0,7321.416835358593,16-19_M,1,0,0,0,0
8873,2,2,3,0,1,0,0,0,0,1,0,0,0,0,0,5.0,4.0,4.0,3,1,1,1,1,0,0.0,dom,228.0,inne,351.0,2,dom-inne,pieszo,2.0,12864.557463878908,25-44_K,0,1,0,0,0
8874,2,2,3,0,1,0,0,0,0,1,0,0,0,0,0,5.0,4.0,4.0,3,1,1,1,1,0,0.0,inne,351.0,dom,228.0,2,inne-dom,pieszo,2.0,12864.557463878908,25-44_K,1,0,0,0,0
8875,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,5.0,4.0,4.0,0,0,1,0,0,0,0.5,dom,228.0,szkoła,349.0,1,dom-szkoła,rower,2.0,8803.681653425538,6-15_M,0,0,0,1,0
8876,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,5.0,4.0,4.0,0,0,1,0,0,0,0.5,szkoła,349.0,dom,228.0,3,szkoła-dom,rower,2.0,8803.681653425538,6-15_M,1,0,0,0,0
8877,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,5.0,4.0,4.0,0,0,1,0,0,0,0.5,dom,228.0,inne,120.0,4,dom-inne,komunikacja zbiorowa,2.0,9705.57582087518,6-15_M,0,1,0,0,0
8878,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,5.0,4.0,4.0,0,0,1,0,0,0,0.5,inne,120.0,dom,228.0,4,inne-dom,komunikacja zbiorowa,2.0,9705.57582087518,6-15_M,1,0,0,0,0
8881,3,2,3,0,1,0,0,1,0,0,0,0,0,0,0,3.0,3.0,4.0,5,1,1,0,0,0,0.0,dom,228.0,inne,230.0,2,dom-inne,rower,2.0,954.043335183309,61-x_K,0,1,0,0,0
8882,3,2,3,0,1,0,0,1,0,0,0,0,0,0,0,3.0,3.0,4.0,5,1,1,0,0,0,0.0,inne,230.0,dom,228.0,2,inne-dom,rower,2.0,954.043335183309,61-x_K,1,0,0,0,0
8885,3,2,3,0,0,1,0,1,0,0,0,0,0,0,0,3.0,3.0,4.0,2,0,1,0,0,1,0.5,dom,228.0,inne,401.0,2,dom-inne,rower,2.0,10883.965811105723,20-24_M,0,1,0,0,0
8886,3,2,3,0,0,1,0,1,0,0,0,0,0,0,0,3.0,3.0,4.0,2,0,1,0,0,1,0.5,inne,401.0,dom,228.0,2,inne-dom,rower,2.0,10883.965811105723,20-24_M,1,0,0,0,0
8887,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,6.0,6.0,3.0,5,1,1,0,1,0,0.0,dom,228.0,praca,109.0,1,dom-praca,komunikacja samochodowa,3.0,12078.31647078306,61-x_K,0,0,1,0,0
8888,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,6.0,6.0,3.0,5,1,1,0,1,0,0.0,praca,109.0,dom,228.0,3,praca-dom,komunikacja samochodowa,3.0,12078.31647078306,61-x_K,1,0,0,0,0
8890,3,3,2,0,1,0,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,5,1,0,0,0,0,1.0,dom,228.0,inne,230.0,2,dom-inne,komunikacja samochodowa,1.0,954.043335183309,61-x_K,0,1,0,0,0
8891,3,3,2,0,1,0,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,5,1,0,0,0,0,1.0,inne,230.0,dom,228.0,2,inne-dom,komunikacja samochodowa,1.0,954.043335183309,61-x_K,1,0,0,0,0
8892,2,2,3,0,1,0,0,0,0,0,0,0,0,1,0,2.0,2.0,2.0,4,0,1,0,1,0,1.0,dom,228.0,inne,230.0,2,dom-inne,komunikacja samochodowa,1.0,954.043335183309,45-65_M,0,1,0,0,0
8893,2,2,3,0,1,0,0,0,0,0,0,0,0,1,0,2.0,2.0,2.0,4,0,1,0,1,0,1.0,inne,230.0,dom,228.0,2,inne-dom,komunikacja samochodowa,1.0,954.043335183309,45-65_M,1,0,0,0,0
8894,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,3,1,0,0,0,0,1.0,dom,228.0,inne,230.0,2,dom-inne,pieszo,1.0,954.043335183309,25-44_K,0,1,0,0,0
8895,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,3,1,0,0,0,0,1.0,inne,230.0,dom,228.0,3,inne-dom,pieszo,1.0,954.043335183309,25-44_K,1,0,0,0,0
8896,2,2,4,0,1,0,0,1,0,0,0,1,0,0,0,2.0,2.0,2.0,5,1,1,0,0,0,1.0,dom,351.0,praca,130.0,1,dom-praca,komunikacja samochodowa,2.0,4116.855901144852,61-x_K,0,0,1,0,0
8897,2,2,4,0,1,0,0,1,0,0,0,1,0,0,0,2.0,2.0,2.0,5,1,1,0,0,0,1.0,praca,130.0,dom,351.0,3,praca-dom,komunikacja samochodowa,2.0,4116.855901144852,61-x_K,1,0,0,0,0
8899,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,0,1,1,0,0,0.0,dom,351.0,praca,120.0,1,dom-praca,komunikacja zbiorowa,4.0,3163.423988860886,45-65_M,0,0,1,0,0
8900,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,0,1,1,0,0,0.0,praca,120.0,dom,351.0,3,praca-dom,komunikacja zbiorowa,4.0,3163.423988860886,45-65_M,1,0,0,0,0
8901,4,3,3,0,1,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,4,0,0,0,0,1,0.5,dom,202.0,praca,50.0,1,dom-praca,komunikacja zbiorowa,3.0,5923.897323072819,45-65_M,0,0,1,0,0
8902,4,3,3,0,1,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,4,0,0,0,0,1,0.5,praca,50.0,dom,202.0,3,praca-dom,komunikacja zbiorowa,3.0,5923.897323072819,45-65_M,1,0,0,0,0
8903,2,2,2,0,1,0,1,1,0,0,0,0,0,0,0,2.0,2.0,1.0,4,1,0,0,1,0,0.0,dom,202.0,inne,8.0,1,dom-inne,komunikacja samochodowa,3.0,7142.126820503206,45-60_K,0,1,0,0,0
8904,2,2,2,0,1,0,1,1,0,0,0,0,0,0,0,2.0,2.0,1.0,4,1,0,0,1,0,0.0,inne,8.0,dom,202.0,2,inne-dom,komunikacja samochodowa,3.0,7142.126820503206,45-60_K,1,0,0,0,0
8905,4,2,4,1,1,0,0,0,0,0,0,0,0,0,1,4.0,4.0,1.0,3,1,1,0,1,0,0.0,dom,202.0,praca,8.0,1,dom-praca,komunikacja samochodowa,3.0,7142.126820503206,25-44_K,0,0,1,0,0
8906,4,2,4,1,1,0,0,0,0,0,0,0,0,0,1,4.0,4.0,1.0,3,1,1,0,1,0,0.0,praca,8.0,dom,202.0,3,praca-dom,komunikacja samochodowa,3.0,7142.126820503206,25-44_K,1,0,0,0,0
8907,2,4,3,1,0,1,0,0,0,0,0,0,0,0,0,4.0,4.0,1.0,3,0,1,0,1,0,0.0,dom,202.0,praca,165.0,1,dom-praca,komunikacja samochodowa,3.0,4340.661771119169,25-44_M,0,0,1,0,0
8908,2,4,3,1,0,1,0,0,0,0,0,0,0,0,0,4.0,4.0,1.0,3,0,1,0,1,0,0.0,praca,165.0,dom,202.0,3,praca-dom,komunikacja samochodowa,3.0,4340.661771119169,25-44_M,1,0,0,0,0
8912,3,3,4,1,0,1,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,3,1,1,0,0,1,0.0,dom,368.0,praca,364.0,1,dom-praca,komunikacja zbiorowa,0.0,4010.099256792446,25-44_K,0,0,1,0,0
8913,3,3,4,1,0,1,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,3,1,1,0,0,1,0.0,praca,364.0,dom,368.0,3,praca-dom,komunikacja zbiorowa,0.0,4010.099256792446,25-44_K,1,0,0,0,0
8915,4,3,3,0,0,1,0,1,0,0,0,0,0,0,0,3.0,3.0,1.0,3,0,1,0,1,0,0.0,dom,202.0,praca,148.0,1,dom-praca,komunikacja samochodowa,2.0,2981.2842276119954,25-44_M,0,0,1,0,0
8916,4,3,3,0,0,1,0,1,0,0,0,0,0,0,0,3.0,3.0,1.0,3,0,1,0,1,0,0.0,praca,148.0,dom,202.0,3,praca-dom,komunikacja samochodowa,2.0,2981.2842276119954,25-44_M,1,0,0,0,0
8917,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,1.0,3,1,1,1,1,0,0.0,dom,20.0,praca,133.0,1,dom-praca,komunikacja samochodowa,2.0,3639.451152076445,25-44_K,0,0,1,0,0
8918,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,1.0,3,1,1,1,1,0,0.0,praca,133.0,dom,20.0,3,praca-dom,komunikacja samochodowa,2.0,3639.451152076445,25-44_K,1,0,0,0,0
8919,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,5,0,1,0,1,0,1.0,dom,20.0,inne,295.0,3,dom-inne,rower,1.0,7287.390810121057,66-x_M,0,1,0,0,0
8920,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,5,0,1,0,1,0,1.0,inne,295.0,dom,20.0,3,inne-dom,rower,1.0,7287.390810121057,66-x_M,1,0,0,0,0
8922,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2.0,2.0,0.0,3,1,1,1,0,0,0.0,dom,20.0,inne,363.0,2,dom-inne,pieszo,0.0,403.02837023197355,25-44_K,0,1,0,0,0
8924,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,4.0,4.0,0.0,4,0,0,0,0,0,0.0,dom,20.0,praca,367.0,2,dom-praca,komunikacja zbiorowa,0.0,2215.1624443745336,45-65_M,0,0,1,0,0
8925,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,4.0,4.0,0.0,4,0,0,0,0,0,0.0,praca,367.0,dom,20.0,4,praca-dom,komunikacja zbiorowa,0.0,2215.1624443745336,45-65_M,1,0,0,0,0
8926,3,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,1,1,0,1,0,0.5,dom,39.0,inne,351.0,3,dom-inne,komunikacja zbiorowa,0.0,1730.8065333044456,20-24_K,0,1,0,0,0
8927,3,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,1,1,0,1,0,0.5,inne,351.0,dom,39.0,3,inne-dom,komunikacja zbiorowa,0.0,1730.8065333044456,20-24_K,1,0,0,0,0
8928,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.0,2.0,2.0,3,1,1,1,0,0,1.0,dom,39.0,szkoła,116.0,1,dom-szkoła,komunikacja zbiorowa,0.0,3567.8382240525575,25-44_K,0,0,0,1,0
