,travel_id,lat,long,time,mean_of_transport
187,5fb9021e-81cc-4bf5-85b5-b40515c0bc92,17.0198655,51.108525,2019-10-24 05:45:00,Tramwaj
188,9aee216e-3cf9-4dae-9cee-7db526293122,16.9646154,51.1286462,2019-10-29 15:00:16,Samochód osobowy jako kierowca
189,9aee216e-3cf9-4dae-9cee-7db526293122,17.0841788,51.0525631,2019-10-29 16:30:16,Samochód osobowy jako kierowca
190,8e70e765-2127-415a-9e47-20d9b4ff3af0,16.962594,51.1227438,2019-10-29 06:00:04,Samochód osobowy jako kierowca
191,8e70e765-2127-415a-9e47-20d9b4ff3af0,16.9681862,51.114427,2019-10-29 06:15:04,Samochód osobowy jako kierowca
192,90f6a84b-c62e-4736-8d48-66e2be15ea49,16.9671483,51.1231121,2019-10-29 06:20:44,Samochód osobowy jako kierowca
193,90f6a84b-c62e-4736-8d48-66e2be15ea49,17.007173282498755,51.064816300000004,2019-10-29 06:55:44,Samochód osobowy jako kierowca
194,ddb23dfa-fd0c-43a8-a6b2-883e8b88eeb9,16.9630089,51.1267842,2019-10-29 10:00:08,Tramwaj
195,ddb23dfa-fd0c-43a8-a6b2-883e8b88eeb9,17.0203873,51.0948613,2019-10-29 10:25:08,Tramwaj
196,1a9d5952-63d9-40d6-963c-41d53bae518f,16.9653183,51.1293332,2019-10-29 06:00:36,Rower prywatny
197,1a9d5952-63d9-40d6-963c-41d53bae518f,17.0203873,51.0948613,2019-10-29 06:25:36,Rower prywatny
198,9efd5886-db8d-4b9c-ab95-f9d35808743b,16.9658618,51.1291811,2019-10-29 06:20:09,Samochód osobowy jako kierowca
199,9efd5886-db8d-4b9c-ab95-f9d35808743b,17.0773561,51.1197998,2019-10-29 06:55:09,Samochód osobowy jako kierowca
200,93f8bc22-b929-4c93-a5ce-07aefee24bd8,16.9630089,51.1267842,2019-10-29 15:00:00,Tramwaj
201,93f8bc22-b929-4c93-a5ce-07aefee24bd8,17.0299191,51.112182,2019-10-29 15:25:00,Tramwaj
202,ea06c24b-8104-4754-9ae2-9ebf06614136,16.9584566,51.1262979,2019-10-28 06:15:00,Samochód osobowy jako kierowca
203,ea06c24b-8104-4754-9ae2-9ebf06614136,17.0132536,51.1210431,2019-10-28 06:40:00,Samochód osobowy jako kierowca
204,b9a59757-df3e-40b8-8475-3bc7c87dd37d,16.9778482,51.1252081,2019-10-29 08:00:00,Rower prywatny
205,b9a59757-df3e-40b8-8475-3bc7c87dd37d,17.040575365781248,51.10849775,2019-10-29 08:20:00,Rower prywatny
206,ead8560e-5d67-4e41-9989-2940e7ccbb8a,16.9574922,51.1256908,2019-10-28 07:25:00,Komunikacja autobusowa
207,ead8560e-5d67-4e41-9989-2940e7ccbb8a,16.9812916,51.1219769,2019-10-28 07:35:00,Komunikacja autobusowa
208,47dbf510-fb62-468d-9f7f-52197c930257,16.9653183,51.1293332,2019-10-29 07:05:32,Samochód osobowy jako kierowca
209,47dbf510-fb62-468d-9f7f-52197c930257,17.0233752,51.0809954,2019-10-29 07:35:32,Samochód osobowy jako kierowca
